archivo,campo_json,tipo_observado,nullable,significado,unidad,fuente,ejemplo_real
aceras_ecuador.geojson,DPA_CANTONES,array,no,Codigo DPA cantonal,codigo,INEC/CONALI,
aceras_ecuador.geojson,DPA_PROVINCIAS,array,no,Codigo DPA provincial,codigo,INEC/CONALI,
aceras_ecuador.geojson,attribution,string,no,Atribucion requerida por la fuente,texto,OpenStreetMap,"OpenStreetMap contributors, ODbL"
aceras_ecuador.geojson,crossing,string,no,Valor del tag OSM crossing,texto,OpenStreetMap,marked
aceras_ecuador.geojson,cycleway,string,no,Valor del tag OSM cycleway,texto,OpenStreetMap,shared_lane
aceras_ecuador.geojson,cycleway:both,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,no
aceras_ecuador.geojson,cycleway:left,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,track
aceras_ecuador.geojson,cycleway:right,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,track
aceras_ecuador.geojson,fecha_extraccion,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,2026-07-16
aceras_ecuador.geojson,footway,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,sidewalk
aceras_ecuador.geojson,highway,string,no,Valor del tag OSM highway,texto,OpenStreetMap,footway
aceras_ecuador.geojson,junction,string,no,Valor del tag OSM junction,texto,OpenStreetMap,roundabout
aceras_ecuador.geojson,lit,string,no,Valor del tag OSM lit,texto,OpenStreetMap,no
aceras_ecuador.geojson,maxspeed,string,no,Valor del tag OSM maxspeed,texto,OpenStreetMap,50
aceras_ecuador.geojson,name,string,no,Valor del tag OSM name,texto,OpenStreetMap,1 de septiembre
aceras_ecuador.geojson,osm_id,integer,no,Identificador del objeto OpenStreetMap,identificador,OpenStreetMap,768186604
aceras_ecuador.geojson,osm_type,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,way
aceras_ecuador.geojson,representacion,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,geometria_osm
aceras_ecuador.geojson,sidewalk,string,no,Valor del tag OSM sidewalk,texto,OpenStreetMap,both
aceras_ecuador.geojson,traffic_calming,string,no,Valor del tag OSM traffic_calming,texto,OpenStreetMap,table
brt_metrobus_ecuador.geojson,DPA_CANTONES,array,no,Codigo DPA cantonal,codigo,INEC/CONALI,
brt_metrobus_ecuador.geojson,DPA_PROVINCIAS,array,no,Codigo DPA provincial,codigo,INEC/CONALI,
brt_metrobus_ecuador.geojson,attribution,string,no,Atribucion requerida por la fuente,texto,OpenStreetMap,"OpenStreetMap contributors, ODbL"
brt_metrobus_ecuador.geojson,fecha_extraccion,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,2026-07-16
brt_metrobus_ecuador.geojson,highway,string,no,Valor del tag OSM highway,texto,OpenStreetMap,busway
brt_metrobus_ecuador.geojson,lanes:bus,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,1
brt_metrobus_ecuador.geojson,maxspeed,string,no,Valor del tag OSM maxspeed,texto,OpenStreetMap,40
brt_metrobus_ecuador.geojson,name,string,no,Valor del tag OSM name,texto,OpenStreetMap,Antonio Jose de Sucre Alcala
brt_metrobus_ecuador.geojson,osm_id,integer,no,Identificador del objeto OpenStreetMap,identificador,OpenStreetMap,1445454262
brt_metrobus_ecuador.geojson,osm_type,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,way
brt_metrobus_ecuador.geojson,representacion,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,geometria_osm
cantones_wgs84.geojson,DPA_CANTON,string,no,Codigo DPA cantonal,codigo,INEC/CONALI,0101
cantones_wgs84.geojson,DPA_DESCAN,string,no,Nombre de canton,texto,INEC/CONALI,CUENCA
cantones_wgs84.geojson,DPA_DESPRO,string,no,Nombre de provincia,texto,INEC/CONALI,AZUAY
cantones_wgs84.geojson,DPA_PROVIN,string,no,Codigo DPA provincial,codigo,INEC/CONALI,01
cantones_wgs84.geojson,calidad_tasas_vehiculos_2024,object,no,Bandera de calidad/disponibilidad,categoria,Derivado REDSA,
cantones_wgs84.geojson,calidad_tasas_vehiculos_2024.tasa_fallecidos,string,no,Tasa calculada; consultar metodologia para formula,tasa,Derivado REDSA,disponible
cantones_wgs84.geojson,calidad_tasas_vehiculos_2024.tasa_motociclistas,string,no,Tasa calculada; consultar metodologia para formula,tasa,Derivado REDSA,disponible
cantones_wgs84.geojson,calidad_tasas_vehiculos_2024.tasa_siniestros,string,no,Tasa calculada; consultar metodologia para formula,tasa,Derivado REDSA,disponible
cantones_wgs84.geojson,cobertura_mapeo_infraestructura_por_100k,null/number,si,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,978.697791
cantones_wgs84.geojson,cobertura_mapeo_osm,object,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,
cantones_wgs84.geojson,cobertura_mapeo_osm.advertencia,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,Mide densidad de elementos mapeados en OSM; un cero no demuestra ausencia de infraestructura.
cantones_wgs84.geojson,cobertura_mapeo_osm.anio_poblacion,integer,no,Poblacion proyectada,habitantes,INEC,2024
cantones_wgs84.geojson,cobertura_mapeo_osm.elementos_total,integer,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,6065
cantones_wgs84.geojson,cobertura_mapeo_osm.estado,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,disponible
cantones_wgs84.geojson,cobertura_mapeo_osm.fecha_corte_osm,object,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,
cantones_wgs84.geojson,cobertura_mapeo_osm.fecha_corte_osm.aceras,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,2026-07-16
cantones_wgs84.geojson,cobertura_mapeo_osm.fecha_corte_osm.cruces,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,2026-07-16
cantones_wgs84.geojson,cobertura_mapeo_osm.fecha_corte_osm.semaforos_rotondas,string,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,2026-07-16
cantones_wgs84.geojson,cobertura_mapeo_osm.poblacion_referencia,integer/null,si,Poblacion proyectada,habitantes,INEC,619701
cantones_wgs84.geojson,cobertura_mapeo_osm.por_capa,object,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,
cantones_wgs84.geojson,cobertura_mapeo_osm.por_capa.aceras,integer,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,4218
cantones_wgs84.geojson,cobertura_mapeo_osm.por_capa.cruces,integer,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,1210
cantones_wgs84.geojson,cobertura_mapeo_osm.por_capa.semaforos_rotondas,integer,no,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,637
cantones_wgs84.geojson,fallecidos_detallado,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2020,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2020.cobertura,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2020.cobertura.edad_conocida,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,59
cantones_wgs84.geojson,fallecidos_detallado.2020.cobertura.sexo_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,59
cantones_wgs84.geojson,fallecidos_detallado.2020.cobertura.usuario_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,59
cantones_wgs84.geojson,fallecidos_detallado.2020.edad,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2020.edad.0-14,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,2
cantones_wgs84.geojson,fallecidos_detallado.2020.edad.15-29,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,22
cantones_wgs84.geojson,fallecidos_detallado.2020.edad.30-49,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,16
cantones_wgs84.geojson,fallecidos_detallado.2020.edad.50-64,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,8
cantones_wgs84.geojson,fallecidos_detallado.2020.edad.65+,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,11
cantones_wgs84.geojson,fallecidos_detallado.2020.estado,string,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,completo
cantones_wgs84.geojson,fallecidos_detallado.2020.sexo,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2020.sexo.Hombre,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,46
cantones_wgs84.geojson,fallecidos_detallado.2020.sexo.Mujer,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,13
cantones_wgs84.geojson,fallecidos_detallado.2020.total,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,59
cantones_wgs84.geojson,fallecidos_detallado.2020.usuario,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2020.usuario.ciclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,0
cantones_wgs84.geojson,fallecidos_detallado.2020.usuario.motociclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,12
cantones_wgs84.geojson,fallecidos_detallado.2020.usuario.ocupante,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,1
cantones_wgs84.geojson,fallecidos_detallado.2020.usuario.otro,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,33
cantones_wgs84.geojson,fallecidos_detallado.2020.usuario.peaton,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,13
cantones_wgs84.geojson,fallecidos_detallado.2021,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2021.cobertura,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2021.cobertura.edad_conocida,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,92
cantones_wgs84.geojson,fallecidos_detallado.2021.cobertura.sexo_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,92
cantones_wgs84.geojson,fallecidos_detallado.2021.cobertura.usuario_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,92
cantones_wgs84.geojson,fallecidos_detallado.2021.edad,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2021.edad.0-14,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,12
cantones_wgs84.geojson,fallecidos_detallado.2021.edad.15-29,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,30
cantones_wgs84.geojson,fallecidos_detallado.2021.edad.30-49,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,27
cantones_wgs84.geojson,fallecidos_detallado.2021.edad.50-64,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,10
cantones_wgs84.geojson,fallecidos_detallado.2021.edad.65+,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,13
cantones_wgs84.geojson,fallecidos_detallado.2021.estado,string,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,completo
cantones_wgs84.geojson,fallecidos_detallado.2021.sexo,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2021.sexo.Hombre,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,68
cantones_wgs84.geojson,fallecidos_detallado.2021.sexo.Mujer,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,24
cantones_wgs84.geojson,fallecidos_detallado.2021.total,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,92
cantones_wgs84.geojson,fallecidos_detallado.2021.usuario,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2021.usuario.ciclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,0
cantones_wgs84.geojson,fallecidos_detallado.2021.usuario.motociclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,1
cantones_wgs84.geojson,fallecidos_detallado.2021.usuario.ocupante,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,0
cantones_wgs84.geojson,fallecidos_detallado.2021.usuario.otro,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,84
cantones_wgs84.geojson,fallecidos_detallado.2021.usuario.peaton,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,7
cantones_wgs84.geojson,fallecidos_detallado.2022,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2022.cobertura,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2022.cobertura.edad_conocida,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_detallado.2022.cobertura.sexo_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_detallado.2022.cobertura.usuario_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_detallado.2022.edad,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2022.edad.0-14,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,3
cantones_wgs84.geojson,fallecidos_detallado.2022.edad.15-29,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,36
cantones_wgs84.geojson,fallecidos_detallado.2022.edad.30-49,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,26
cantones_wgs84.geojson,fallecidos_detallado.2022.edad.50-64,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,7
cantones_wgs84.geojson,fallecidos_detallado.2022.edad.65+,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,14
cantones_wgs84.geojson,fallecidos_detallado.2022.estado,string,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,completo
cantones_wgs84.geojson,fallecidos_detallado.2022.sexo,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2022.sexo.Hombre,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,73
cantones_wgs84.geojson,fallecidos_detallado.2022.sexo.Mujer,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,13
cantones_wgs84.geojson,fallecidos_detallado.2022.total,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_detallado.2022.usuario,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2022.usuario.ciclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,0
cantones_wgs84.geojson,fallecidos_detallado.2022.usuario.motociclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,5
cantones_wgs84.geojson,fallecidos_detallado.2022.usuario.ocupante,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,0
cantones_wgs84.geojson,fallecidos_detallado.2022.usuario.otro,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,76
cantones_wgs84.geojson,fallecidos_detallado.2022.usuario.peaton,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,5
cantones_wgs84.geojson,fallecidos_detallado.2023,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2023.cobertura,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2023.cobertura.edad_conocida,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,97
cantones_wgs84.geojson,fallecidos_detallado.2023.cobertura.sexo_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,97
cantones_wgs84.geojson,fallecidos_detallado.2023.cobertura.usuario_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,97
cantones_wgs84.geojson,fallecidos_detallado.2023.edad,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2023.edad.0-14,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,6
cantones_wgs84.geojson,fallecidos_detallado.2023.edad.15-29,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,43
cantones_wgs84.geojson,fallecidos_detallado.2023.edad.30-49,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,26
cantones_wgs84.geojson,fallecidos_detallado.2023.edad.50-64,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,17
cantones_wgs84.geojson,fallecidos_detallado.2023.edad.65+,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,5
cantones_wgs84.geojson,fallecidos_detallado.2023.estado,string,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,completo
cantones_wgs84.geojson,fallecidos_detallado.2023.sexo,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2023.sexo.Hombre,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,71
cantones_wgs84.geojson,fallecidos_detallado.2023.sexo.Mujer,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,26
cantones_wgs84.geojson,fallecidos_detallado.2023.total,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,97
cantones_wgs84.geojson,fallecidos_detallado.2023.usuario,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2023.usuario.ciclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,0
cantones_wgs84.geojson,fallecidos_detallado.2023.usuario.motociclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,15
cantones_wgs84.geojson,fallecidos_detallado.2023.usuario.ocupante,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,0
cantones_wgs84.geojson,fallecidos_detallado.2023.usuario.otro,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,76
cantones_wgs84.geojson,fallecidos_detallado.2023.usuario.peaton,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,6
cantones_wgs84.geojson,fallecidos_detallado.2024,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2024.cobertura,object,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2024.cobertura.edad_conocida,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_detallado.2024.cobertura.sexo_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_detallado.2024.cobertura.usuario_conocido,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_detallado.2024.edad,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2024.edad.0-14,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,6
cantones_wgs84.geojson,fallecidos_detallado.2024.edad.15-29,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,30
cantones_wgs84.geojson,fallecidos_detallado.2024.edad.30-49,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,28
cantones_wgs84.geojson,fallecidos_detallado.2024.edad.50-64,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,9
cantones_wgs84.geojson,fallecidos_detallado.2024.edad.65+,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,13
cantones_wgs84.geojson,fallecidos_detallado.2024.estado,string,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,completo
cantones_wgs84.geojson,fallecidos_detallado.2024.sexo,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2024.sexo.Hombre,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,64
cantones_wgs84.geojson,fallecidos_detallado.2024.sexo.Mujer,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,22
cantones_wgs84.geojson,fallecidos_detallado.2024.total,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_detallado.2024.usuario,null/object,si,Fallecidos EDG por categoria demografica,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_detallado.2024.usuario.ciclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,1
cantones_wgs84.geojson,fallecidos_detallado.2024.usuario.motociclista,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,14
cantones_wgs84.geojson,fallecidos_detallado.2024.usuario.ocupante,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,6
cantones_wgs84.geojson,fallecidos_detallado.2024.usuario.otro,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,58
cantones_wgs84.geojson,fallecidos_detallado.2024.usuario.peaton,integer,no,Fallecidos EDG por categoria demografica,personas,INEC EDG,7
cantones_wgs84.geojson,fallecidos_historico,object,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,
cantones_wgs84.geojson,fallecidos_historico.2020,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,59
cantones_wgs84.geojson,fallecidos_historico.2021,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,92
cantones_wgs84.geojson,fallecidos_historico.2022,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_historico.2023,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,97
cantones_wgs84.geojson,fallecidos_historico.2024,integer,no,Fallecidos CIE-10 V01-V89 por ano,personas,INEC EDG,86
cantones_wgs84.geojson,fallecidos_inec_2019,integer/null,si,Campo observado; ver diccionario metodologico,segun campo,Ver procedencia de la capa,53
cantones_wgs84.geojson,fallecidos_sppat_2016_2021,integer/null,si,Fallecidos SPPAT por categoria/ano,personas,SPPAT,359
cantones_wgs84.geojson,inec_patron_horario,null/object,si,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2019,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2019.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,24
cantones_wgs84.geojson,inec_patron_horario.2019.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,28
cantones_wgs84.geojson,inec_patron_horario.2019.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,27
cantones_wgs84.geojson,inec_patron_horario.2019.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
cantones_wgs84.geojson,inec_patron_horario.2019.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,22
cantones_wgs84.geojson,inec_patron_horario.2019.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,12
cantones_wgs84.geojson,inec_patron_horario.2019.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
cantones_wgs84.geojson,inec_patron_horario.2019.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,37
cantones_wgs84.geojson,inec_patron_horario.2019.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,46
cantones_wgs84.geojson,inec_patron_horario.2019.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,32
cantones_wgs84.geojson,inec_patron_horario.2019.10:00 A 10:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,30
cantones_wgs84.geojson,inec_patron_horario.2019.11:00 A 11:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,30
cantones_wgs84.geojson,inec_patron_horario.2019.12:00 A 12:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,47
cantones_wgs84.geojson,inec_patron_horario.2019.13:00 A 13:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,49
cantones_wgs84.geojson,inec_patron_horario.2019.14:00 A 14:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,47
cantones_wgs84.geojson,inec_patron_horario.2019.15:00 A 15:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,53
cantones_wgs84.geojson,inec_patron_horario.2019.16:00 A 16:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,54
cantones_wgs84.geojson,inec_patron_horario.2019.17:00 A 17:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,65
cantones_wgs84.geojson,inec_patron_horario.2019.18:00 A 18:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,70
cantones_wgs84.geojson,inec_patron_horario.2019.19:00 A 19:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,77
cantones_wgs84.geojson,inec_patron_horario.2019.20:00 A 20:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,66
cantones_wgs84.geojson,inec_patron_horario.2019.21:00 A 21:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,55
cantones_wgs84.geojson,inec_patron_horario.2019.22:00 A 22:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,48
cantones_wgs84.geojson,inec_patron_horario.2019.23:00 A 23:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,39
cantones_wgs84.geojson,inec_patron_horario.2021,object,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,
cantones_wgs84.geojson,inec_patron_horario.2021.00:00 A 00:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,15
cantones_wgs84.geojson,inec_patron_horario.2021.01:00 A 01:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,19
cantones_wgs84.geojson,inec_patron_horario.2021.02:00 A 02:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,17
cantones_wgs84.geojson,inec_patron_horario.2021.03:00 A 03:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,13
cantones_wgs84.geojson,inec_patron_horario.2021.04:00 A 04:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,11
cantones_wgs84.geojson,inec_patron_horario.2021.05:00 A 05:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,11
cantones_wgs84.geojson,inec_patron_horario.2021.06:00 A 06:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,20
cantones_wgs84.geojson,inec_patron_horario.2021.07:00 A 07:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,25
cantones_wgs84.geojson,inec_patron_horario.2021.08:00 A 08:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,29
cantones_wgs84.geojson,inec_patron_horario.2021.09:00 A 09:59,integer,no,Siniestros por franja horaria y ano,eventos,INEC ESTRA,20
